folder,filename,path,width,height,depth,fps,frames,duration,event_name,event_start,event_duration
drunken,219-5_cam01_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-5/219-5_cam01_drunken04_place04_night_summer.mp4,3840,2160,3,30,9101,00:05:03.4,drunken,00:02:58.2,00:01:22.1
drunken,213-3_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-3/213-3_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9184,00:05:06.1,drunken,00:03:53.3,00:01:12.8
drunken,213-3_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-3/213-3_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9210,00:05:07.0,drunken,00:03:53.7,00:01:13.3
drunken,213-3_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-3/213-3_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9124,00:05:04.1,drunken,00:03:59.2,00:01:04.9
drunken,213-3_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-3/213-3_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9121,00:05:04.0,drunken,00:03:59.6,00:01:04.4
drunken,219-1_cam01_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-1/219-1_cam01_drunken04_place04_night_summer.mp4,3840,2160,3,30,8796,00:04:53.2,drunken,00:01:50.6,00:01:35.4
drunken,219-1_cam02_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-1/219-1_cam02_drunken04_place04_night_spring.mp4,3840,2160,3,30,9035,00:05:01.2,drunken,00:02:40.1,00:01:10.6
drunken,219-1_cam02_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-1/219-1_cam02_drunken04_place04_night_summer.mp4,3840,2160,3,30,8882,00:04:56.1,drunken,00:01:54.9,00:01:33.7
drunken,219-1_cam01_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-1/219-1_cam01_drunken04_place04_night_spring.mp4,3840,2160,3,30,9099,00:05:03.3,drunken,00:02:43.1,00:01:10.4
drunken,213-1_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-1/213-1_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9073,00:05:02.4,drunken,00:00:09.9,00:04:52.5
drunken,213-1_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-1/213-1_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9063,00:05:02.1,drunken,00:00:01.8,00:05:00.3
drunken,213-1_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-1/213-1_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9224,00:05:07.5,drunken,00:00:19.7,00:04:47.7
drunken,213-1_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-1/213-1_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9272,00:05:09.1,drunken,00:00:20.3,00:04:46.7
drunken,219-3_cam02_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-3/219-3_cam02_drunken04_place04_night_summer.mp4,3840,2160,3,30,9043,00:05:01.4,drunken,00:01:55.0,00:02:34.7
drunken,219-3_cam01_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-3/219-3_cam01_drunken04_place04_night_summer.mp4,3840,2160,3,30,9123,00:05:04.1,drunken,00:00:47.3,00:03:45.1
drunken,219-3_cam01_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-3/219-3_cam01_drunken04_place04_night_spring.mp4,3840,2160,3,30,9015,00:05:00.5,drunken,00:02:39.2,00:01:31.1
drunken,219-3_cam02_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-3/219-3_cam02_drunken04_place04_night_spring.mp4,3840,2160,3,30,8910,00:04:57.0,drunken,00:02:38.7,00:01:30.2
drunken,219-2_cam01_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-2/219-2_cam01_drunken04_place04_night_summer.mp4,3840,2160,3,30,9047,00:05:01.6,drunken,00:00:50.8,00:02:30.0
drunken,219-2_cam02_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-2/219-2_cam02_drunken04_place04_night_summer.mp4,3840,2160,3,30,8994,00:04:59.8,drunken,00:00:42.9,00:02:35.8
drunken,219-2_cam02_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-2/219-2_cam02_drunken04_place04_night_spring.mp4,3840,2160,3,30,9009,00:05:00.3,drunken,00:01:28.6,00:00:28.5
drunken,219-2_cam01_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-2/219-2_cam01_drunken04_place04_night_spring.mp4,3840,2160,3,30,9094,00:05:03.1,drunken,00:01:36.5,00:00:23.4
drunken,219-4_cam01_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-4/219-4_cam01_drunken04_place04_night_spring.mp4,3840,2160,3,30,9069,00:05:02.3,drunken,00:00:00.1,00:04:37.7
drunken,219-4_cam02_drunken04_place04_night_spring.mp4,12_Drunken/outsidedoor_04/219-4/219-4_cam02_drunken04_place04_night_spring.mp4,3840,2160,3,30,9009,00:05:00.3,drunken,00:00:15.0,00:04:22.0
drunken,219-4_cam01_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-4/219-4_cam01_drunken04_place04_night_summer.mp4,3840,2160,3,30,9032,00:05:01.1,drunken,00:02:06.0,00:02:11.6
drunken,219-4_cam02_drunken04_place04_night_summer.mp4,12_Drunken/outsidedoor_04/219-4/219-4_cam02_drunken04_place04_night_summer.mp4,3840,2160,3,30,8938,00:04:58.0,drunken,00:02:01.2,00:02:13.1
drunken,213-2_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-2/213-2_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9083,00:05:02.8,drunken,00:00:22.3,00:04:40.5
drunken,213-2_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-2/213-2_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9104,00:05:03.5,drunken,00:00:00.0,00:05:03.5
drunken,213-2_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-2/213-2_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9095,00:05:03.2,drunken,00:00:22.7,00:04:40.5
drunken,213-2_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-2/213-2_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9095,00:05:03.2,drunken,00:00:00.0,00:05:03.2
drunken,213-6_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-6/213-6_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9278,00:05:09.3,drunken,00:00:42.5,00:04:26.1
drunken,213-6_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-6/213-6_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9057,00:05:01.9,drunken,00:00:38.4,00:04:22.8
drunken,213-6_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-6/213-6_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9058,00:05:01.9,drunken,00:00:39.1,00:04:21.5
drunken,213-6_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-6/213-6_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9284,00:05:09.5,drunken,00:00:43.7,00:04:25.5
drunken,213-5_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-5/213-5_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9258,00:05:08.6,drunken,00:02:09.5,00:02:45.5
drunken,213-5_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-5/213-5_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9236,00:05:07.9,drunken,00:02:09.0,00:02:45.4
drunken,213-5_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-5/213-5_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9059,00:05:02.0,drunken,00:01:42.4,00:03:19.6
drunken,213-5_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-5/213-5_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9106,00:05:03.5,drunken,00:01:42.6,00:03:20.8
drunken,213-4_cam02_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-4/213-4_cam02_drunken02_place02_night_summer.mp4,3840,2160,3,30,9078,00:05:02.6,drunken,00:01:06.0,00:03:52.9
drunken,213-4_cam02_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-4/213-4_cam02_drunken02_place02_night_spring.mp4,3840,2160,3,30,9191,00:05:06.4,drunken,00:01:06.0,00:03:56.0
drunken,213-4_cam01_drunken02_place02_night_spring.mp4,12_Drunken/outsidedoor_04/213-4/213-4_cam01_drunken02_place02_night_spring.mp4,3840,2160,3,30,9181,00:05:06.0,drunken,00:01:07.5,00:03:53.9
drunken,213-4_cam01_drunken02_place02_night_summer.mp4,12_Drunken/outsidedoor_04/213-4/213-4_cam01_drunken02_place02_night_summer.mp4,3840,2160,3,30,9064,00:05:02.1,drunken,00:01:19.0,00:03:42.0
drunken,217-1_cam03_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam03_drunken04_place03_night_spring.mp4,3840,2160,3,30,9295,00:05:09.8,drunken,00:00:05.6,00:05:04.2
drunken,217-1_cam03_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam03_drunken04_place03_night_summer.mp4,3840,2160,3,30,9240,00:05:08.0,drunken,00:00:06.7,00:05:01.3
drunken,217-1_cam01_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9305,00:05:10.2,drunken,00:00:05.6,00:05:04.6
drunken,217-1_cam01_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam01_drunken04_place03_night_winter.mp4,3840,2160,3,30,9339,00:05:11.3,drunken,00:00:06.7,00:04:50.5
drunken,217-1_cam02_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9226,00:05:07.5,drunken,00:00:06.6,00:05:00.9
drunken,217-1_cam02_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,9312,00:05:10.4,drunken,00:00:05.6,00:05:04.8
drunken,217-1_cam01_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,9231,00:05:07.7,drunken,00:00:06.6,00:05:01.1
drunken,217-1_cam02_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam02_drunken04_place03_night_winter.mp4,3840,2160,3,30,9258,00:05:08.6,drunken,00:00:03.9,00:04:53.3
drunken,217-1_cam03_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-1_drunken04_place03_night/217-1_cam03_drunken04_place03_night_winter.mp4,3840,2160,3,30,9263,00:05:08.8,drunken,00:00:06.2,00:04:56.8
drunken,216-3_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8635,00:04:47.9,drunken,00:00:05.2,00:04:42.6
drunken,216-3_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8716,00:04:50.6,drunken,00:00:06.8,00:03:36.8
drunken,216-3_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8928,00:04:57.6,drunken,00:00:13.3,00:03:36.3
drunken,216-3_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,8617,00:04:47.3,drunken,00:00:04.1,00:03:52.5
drunken,216-3_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8536,00:04:44.6,drunken,00:00:03.5,00:04:41.0
drunken,216-3_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8579,00:04:46.0,drunken,00:00:04.4,00:04:41.6
drunken,216-3_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8923,00:04:57.5,drunken,00:00:11.5,00:03:36.9
drunken,216-3_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8733,00:04:51.1,drunken,00:00:07.8,00:03:52.6
drunken,216-3_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-3_drunken02_place01_night/216-3_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8741,00:04:51.4,drunken,00:00:07.3,00:03:52.2
drunken,216-2_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8489,00:04:43.0,drunken,00:00:19.1,00:03:40.4
drunken,216-2_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8513,00:04:43.8,drunken,00:00:19.2,00:03:24.8
drunken,216-2_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8494,00:04:43.1,drunken,00:00:12.1,00:03:35.7
drunken,216-2_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8553,00:04:45.1,drunken,00:00:19.1,00:03:38.3
drunken,216-2_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8559,00:04:45.3,drunken,00:00:12.2,00:03:36.2
drunken,216-2_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8307,00:04:36.9,drunken,00:00:06.5,00:04:23.1
drunken,216-2_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8618,00:04:47.3,drunken,00:00:10.8,00:03:33.0
drunken,216-2_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,8299,00:04:36.6,drunken,00:00:12.6,00:03:37.6
drunken,216-2_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-2_drunken02_place01_night/216-2_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8655,00:04:48.5,drunken,00:00:14.1,00:03:41.2
drunken,216-4_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8176,00:04:32.5,drunken,00:00:04.3,00:04:01.1
drunken,216-4_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8514,00:04:43.8,drunken,00:00:06.4,00:04:17.6
drunken,216-4_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8278,00:04:35.9,drunken,00:00:05.5,00:03:37.5
drunken,216-4_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8961,00:04:58.7,drunken,00:00:08.6,00:03:12.7
drunken,216-4_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8392,00:04:39.7,drunken,00:00:03.9,00:04:04.3
drunken,216-4_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8755,00:04:51.9,drunken,00:00:05.0,00:03:11.4
drunken,216-4_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8220,00:04:34.0,drunken,00:00:05.1,00:03:36.3
drunken,216-4_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8937,00:04:57.9,drunken,00:00:08.1,00:04:06.0
drunken,216-4_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-4_drunken02_place01_night/216-4_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,7420,00:04:07.3,drunken,00:00:04.0,00:03:33.7
drunken,216-6_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8634,00:04:47.8,drunken,00:00:07.8,00:03:23.4
drunken,216-6_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,8481,00:04:42.7,drunken,00:00:04.9,00:03:22.1
drunken,216-6_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8711,00:04:50.4,drunken,00:00:08.9,00:04:29.9
drunken,216-6_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8552,00:04:45.1,drunken,00:00:05.4,00:03:45.5
drunken,216-6_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8473,00:04:42.4,drunken,00:00:03.3,00:04:25.1
drunken,216-6_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8713,00:04:50.4,drunken,00:00:09.5,00:03:45.9
drunken,216-6_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8741,00:04:51.4,drunken,00:00:11.1,00:03:45.9
drunken,216-6_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8670,00:04:49.0,drunken,00:00:08.7,00:04:26.1
drunken,216-6_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-6_drunken02_place01_night/216-6_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8546,00:04:44.9,drunken,00:00:06.3,00:03:23.2
drunken,217-2_cam02_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9381,00:05:12.7,drunken,00:00:05.0,00:04:46.2
drunken,217-2_cam02_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam02_drunken04_place03_night_winter.mp4,3840,2160,3,30,9523,00:05:17.5,drunken,00:00:09.8,00:04:54.0
drunken,217-2_cam01_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam01_drunken04_place03_night_winter.mp4,3840,2160,3,30,9588,00:05:19.6,drunken,00:00:08.7,00:04:54.0
drunken,217-2_cam01_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,9379,00:05:12.6,drunken,00:00:04.8,00:04:45.1
drunken,217-2_cam01_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9218,00:05:07.3,drunken,00:00:04.9,00:04:45.4
drunken,217-2_cam03_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam03_drunken04_place03_night_spring.mp4,3840,2160,3,30,9176,00:05:05.9,drunken,00:00:06.6,00:04:42.2
drunken,217-2_cam03_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam03_drunken04_place03_night_winter.mp4,3840,2160,3,30,9358,00:05:11.9,drunken,00:00:08.2,00:04:52.9
drunken,217-2_cam02_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,9207,00:05:06.9,drunken,00:00:05.0,00:04:45.9
drunken,217-2_cam03_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-2_drunken04_place03_night/217-2_cam03_drunken04_place03_night_summer.mp4,3840,2160,3,30,9353,00:05:11.8,drunken,00:00:05.1,00:04:43.4
drunken,216-5_cam02_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam02_drunken02_place01_night_winter.mp4,3840,2160,3,30,8911,00:04:57.1,drunken,00:00:08.7,00:04:17.4
drunken,216-5_cam02_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam02_drunken02_place01_night_spring.mp4,3840,2160,3,30,8883,00:04:56.1,drunken,00:00:09.1,00:03:43.5
drunken,216-5_cam01_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam01_drunken02_place01_night_summer.mp4,3840,2160,3,30,8787,00:04:52.9,drunken,00:00:10.1,00:03:43.5
drunken,216-5_cam02_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam02_drunken02_place01_night_summer.mp4,3840,2160,3,30,8838,00:04:54.6,drunken,00:00:09.3,00:03:45.5
drunken,216-5_cam03_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam03_drunken02_place01_night_winter.mp4,3840,2160,3,30,8791,00:04:53.1,drunken,00:00:06.4,00:04:16.4
drunken,216-5_cam03_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam03_drunken02_place01_night_spring.mp4,3840,2160,3,30,8768,00:04:52.3,drunken,00:00:06.1,00:03:43.4
drunken,216-5_cam01_drunken02_place01_night_spring.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam01_drunken02_place01_night_spring.mp4,3840,2160,3,30,8872,00:04:55.8,drunken,00:00:13.9,00:01:05.9
drunken,216-5_cam01_drunken02_place01_night_winter.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam01_drunken02_place01_night_winter.mp4,3840,2160,3,30,8959,00:04:58.7,drunken,00:00:12.1,00:04:24.0
drunken,216-5_cam03_drunken02_place01_night_summer.mp4,12_Drunken/insidedoor_04/216-5_drunken02_place01_night/216-5_cam03_drunken02_place01_night_summer.mp4,3840,2160,3,30,8616,00:04:47.2,drunken,00:00:03.2,00:03:44.2
drunken,217-3_cam02_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam02_drunken04_place03_night_spring.mp4,3840,2160,3,30,9347,00:05:11.6,drunken,00:00:06.4,00:04:54.3
drunken,217-3_cam03_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam03_drunken04_place03_night_winter.mp4,3840,2160,3,30,9246,00:05:08.2,drunken,00:00:07.0,00:04:41.2
drunken,217-3_cam02_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam02_drunken04_place03_night_winter.mp4,3840,2160,3,30,9367,00:05:12.2,drunken,00:00:06.4,00:04:43.8
drunken,217-3_cam03_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam03_drunken04_place03_night_spring.mp4,3840,2160,3,30,9233,00:05:07.8,drunken,00:00:05.4,00:04:54.0
drunken,217-3_cam01_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam01_drunken04_place03_night_winter.mp4,3840,2160,3,30,9368,00:05:12.3,drunken,00:00:04.7,00:04:43.4
drunken,217-3_cam01_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam01_drunken04_place03_night_summer.mp4,3840,2160,3,30,9407,00:05:13.6,drunken,00:00:04.5,00:04:41.4
drunken,217-3_cam02_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9382,00:05:12.7,drunken,00:00:05.4,00:04:42.9
drunken,217-3_cam03_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam03_drunken04_place03_night_summer.mp4,3840,2160,3,30,9276,00:05:09.2,drunken,00:00:05.4,00:04:40.8
drunken,217-3_cam01_drunken04_place03_night_spring.mp4,12_Drunken/insidedoor_04/217-3_drunken04_place03_night/217-3_cam01_drunken04_place03_night_spring.mp4,3840,2160,3,30,9369,00:05:12.3,drunken,00:00:06.2,00:04:53.9
drunken,217-4_cam02_drunken04_place03_night_winter.mp4,12_Drunken/insidedoor_04/217-4_drunken04_place03_night/217-4_cam02_drunken04_place03_night_winter.mp4,3840,2160,3,30,9839,00:05:28.0,drunken,00:02:00.6,00:00:42.8
drunken,217-4_cam02_drunken04_place03_night_summer.mp4,12_Drunken/insidedoor_04/217-4_drunken04_place03_night/217-4_cam02_drunken04_place03_night_summer.mp4,3840,2160,3,30,9648,00:05:21.6,drunken,00:02:50.2,00:00:07.4
